0	5	0.021007	4.6721e-05	0.0007046
5	10	0.0249	5.1109e-05	0.00083518
10	15	0.027389	5.6737e-05	0.00068472
15	20	0.029418	6.4557e-05	0.00073545
20	25	0.031151	7.4836e-05	0.00077876
25	30	0.03231	8.7771e-05	0.00080776
30	35	0.033168	0.00010549	0.0008292
35	40	0.033922	0.00012868	0.00084806
40	50	0.033741	0.00013095	0.0010262
50	60	0.031541	0.00025446	0.00095927
60	70	0.025607	0.00064433	0.00077881
