0	5	0.02677	3.9486e-05	0.0006278
5	10	0.04484	3.2704e-05	0.0010516
10	15	0.060043	3.251e-05	0.00094936
15	20	0.072382	3.452e-05	0.0011445
20	25	0.082571	3.7866e-05	0.0013056
25	30	0.090851	4.2188e-05	0.0014365
30	35	0.097419	4.7868e-05	0.0015403
35	40	0.10199	5.5103e-05	0.0016126
40	50	0.1061	5.0417e-05	0.0016776
50	60	0.1064	8.0302e-05	0.0016823
60	70	0.099834	0.0001558	0.0015785
